45.0,1122,동작,서울시청AWS,126.9439177,37.5139103,동작구 노량진동 2-3 (서울시 수도자재센터),
46.0,1121,은평,서울시청AWS,126.9266277,37.6060569,은평구 녹번동 예술의 길 67 (은펼문화예술회관),
47.0,1120,종로,서울시청AWS,126.9869125,37.5734444,종로2가 39-2 (종로1234가동 주민센터),
48.0,1118,중랑,서울시청AWS,127.0832045,37.5763096,중랑구 면목4동 378-5 (중랑구민회관),
49.0,1116,용산,서울시청AWS,126.9681164,37.5487717,용산구 청파동2가 91-1 (청파동 주민센터),
50.0,1115,송파,서울시청AWS,127.126005,37.5056238,송파구 오금동 50-1 (오금동 주민센터),
51.0,1114,강북,서울시청AWS,127.0217133,37.6210368,강북구 미아동 860-56 (송천동 주민센터),
52.0,1113,광진,서울시청AWS,127.0787113,37.5564737,광진구 능동 장터길 37 (능동 자치센터),
53.0,1112,노원,서울시청AWS,127.0642054,37.6413248,노원구 중계2동 507-2 (노원구민회관),
54.0,1111,양천,서울시청AWS,126.877132,37.5320952,양천구 목동로 75 (목동 빗물펌프장(3동)),
3.0,1107,서초,서울시청AWS,126.9835165,37.4824468,서초구 방배동 462-5 (방배2동 주민센터),
15.0,108,서울,서울기상대,126.9635149,37.5741861,종로구 송월동 1번지 (서울기상대),
25.0,417,금천,기상청AWS,126.9141209,37.4603141,금천구 독산동 1034 (독산초등학교),
36.0,412,서대문,기상청AWS,126.9445225,37.5703995,서대문구 신촌동 134 (연세대학교),
12.0,404,강서,기상청AWS,126.8479308,37.5528023,강서구 화곡동 산60-1 (정보기능대학),
24.0,509,관악,기상청AWS,126.9502188,37.4528634,관악구 신림동 산56-1 (서울대학교),
37.0,408,동대문,기상청AWS,127.0480106,37.5799984,동대문구 전농동 90 (서울시립대),
